symbol,as_of_date,available_date,shares_outstanding,promoter_holding_pct,public_holding_pct,source,filing_id
ALBERTDAVD,2026-03-31,2026-04-20,5706873,62.24,37.76,NSE_SHAREHOLDING_XBRL,SHP_1655223_20042026053148
ALBERTDAVD,2026-06-30,2026-07-18,5706873,62.24,37.76,NSE_SHAREHOLDING_XBRL,SHP_1696233_18072026053652
ALEMBICLTD,2026-03-31,2026-04-08,256787637,70.88,29.12,NSE_SHAREHOLDING_XBRL,SHP_1647571_08042026064047
ALEMBICLTD,2026-06-30,2026-07-20,256787637,70.88,29.12,NSE_SHAREHOLDING_XBRL,SHP_1696829_20072026035641
ALGOQUANT,2026-03-31,2026-04-17,281104788,73.68,26.32,NSE_SHAREHOLDING_XBRL,SHP_1652870_17042026115730
ALGOQUANT,2026-06-30,2026-07-21,281104788,73.68,26.32,NSE_SHAREHOLDING_XBRL,SHP_1697773_21072026112509
ALICON,2026-03-31,2026-04-14,16338084,54.01,45.99,NSE_SHAREHOLDING_XBRL,SHP_1650488_14042026024058
ALICON,2026-06-30,2026-07-17,16411413,53.79,46.21,NSE_SHAREHOLDING_XBRL,SHP_1694760_17072026102215
ALIVUS,2026-03-31,2026-04-14,122741131,74.87,25.13,NSE_SHAREHOLDING_XBRL,SHP_1650841_14042026061605
ALIVUS,2026-06-30,2026-07-13,122741131,74.87,25.13,NSE_SHAREHOLDING_XBRL,SHP_1691569_13072026052027
ALKALI,2026-03-31,2026-04-20,10182270,69.59,30.41,NSE_SHAREHOLDING_XBRL,SHP_1655232_20042026053502
ALKALI,2026-06-30,2026-07-15,10182270,69.59,30.41,NSE_SHAREHOLDING_XBRL,SHP_1692866_15072026120702
ALKEM,2026-03-31,2026-04-15,119556854,51.2,48.8,NSE_SHAREHOLDING_XBRL,SHP_1651248_15042026031216
ALKEM,2026-06-30,2026-07-09,119567181,49.7,50.3,NSE_SHAREHOLDING_XBRL,SHP_1689784_09072026041014
ALKYLAMINE,2026-03-31,2026-04-16,51141246,72.05,27.95,NSE_SHAREHOLDING_XBRL,SHP_1652445_16042026054213
ALKYLAMINE,2026-06-30,2026-07-20,51148345,72.04,27.96,NSE_SHAREHOLDING_XBRL,SHP_1696827_20072026035613
ALLCARGO,2026-03-31,2026-04-09,1497937445,40.28,59.72,NSE_SHAREHOLDING_XBRL,SHP_1647853_09042026014022
ALLCARGO,2026-06-30,2026-07-20,1497937445,40.28,59.72,NSE_SHAREHOLDING_XBRL,SHP_1697274_20072026061555
ALLDIGI,2026-03-31,2026-04-07,15237651,73.39,26.61,NSE_SHAREHOLDING_XBRL,SHP_1647019_07042026100348
ALLDIGI,2026-06-30,2026-07-10,15237651,73.39,26.61,NSE_SHAREHOLDING_XBRL,SHP_1690498_10072026045555
ALLTIME,2026-03-31,2026-04-13,65503222,70.15,29.85,NSE_SHAREHOLDING_XBRL,SHP_1649520_13042026114056
ALLTIME,2026-06-30,2026-07-10,65503649,70.15,29.85,NSE_SHAREHOLDING_XBRL,SHP_1690192_10072026115908
ALMONDZ,2026-03-31,2026-04-20,173657933,51.18,48.82,NSE_SHAREHOLDING_XBRL,SHP_1654761_20042026015928
ALMONDZ,2026-06-30,2026-08-07,174888095,50.82,49.18,NSE_SHAREHOLDING_XBRL,SHP_1704905_30072026013323
ALMONDZ,2026-07-24,2026-08-06,191231900,55.01,44.99,NSE_SHAREHOLDING_XBRL,SHP_1708835_06082026125103
ALOKINDS,2026-03-31,2026-04-13,4965126903,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1649699_13042026024520
ALOKINDS,2026-06-30,2026-07-20,4965126903,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1696480_20072026120207
ALPA,2026-03-31,2026-04-17,21040514,57.19,42.81,NSE_SHAREHOLDING_XBRL,SHP_1653079_17042026031557
ALPA,2026-06-30,2026-07-15,21040514,57.19,42.81,NSE_SHAREHOLDING_XBRL,SHP_1693046_15072026024646
ALPHAGEO,2026-03-31,2026-04-20,6364845,45.99,54.01,NSE_SHAREHOLDING_XBRL,SHP_1655125_20042026050251
ALPHAGEO,2026-06-30,2026-07-11,6364845,45.99,54.01,NSE_SHAREHOLDING_XBRL,SHP_1691035_11072026051310
ALPINETEX,2026-07-20,2026-07-30,38248250,68.56,31.44,NSE_SHAREHOLDING_XBRL,SHP_1697965_21072026012156
ALPSINDUS,2026-03-31,2026-04-10,39108591,22.21,77.79,NSE_SHAREHOLDING_XBRL,SHP_1648960_10042026054841
ALPSINDUS,2026-06-30,2026-07-16,39108591,22.21,77.79,NSE_SHAREHOLDING_XBRL,SHP_1693838_16072026120250
AMAGI,2026-03-31,2026-04-20,216382024,14.92,85.08,NSE_SHAREHOLDING_XBRL,SHP_1654989_20042026041012
AMAGI,2026-06-30,2026-07-20,216382024,14.92,85.08,NSE_SHAREHOLDING_XBRL,SHP_1697039_20072026051134
AMANTA,2026-03-31,2026-04-20,38830077,63.72,36.28,NSE_SHAREHOLDING_XBRL,SHP_1654983_20042026040645
AMANTA,2026-06-30,2026-07-18,38830502,63.8,36.2,NSE_SHAREHOLDING_XBRL,SHP_1696223_18072026052950
AMBER,2026-03-31,2026-04-21,35193181,38.17,61.83,NSE_SHAREHOLDING_XBRL,SHP_1655707_21042026103806
AMBER,2026-06-30,2026-07-20,35267096,38.09,61.91,NSE_SHAREHOLDING_XBRL,SHP_1697297_20072026062413
AMBICAAGAR,2026-03-31,2026-04-13,17179295,43.41,56.59,NSE_SHAREHOLDING_XBRL,SHP_1649855_13042026042206
AMBICAAGAR,2026-06-30,2026-07-21,17179295,43.41,56.59,NSE_SHAREHOLDING_XBRL,SHP_1698779_21072026071651
AMBIKCO,2026-03-31,2026-04-07,5724628,50.35,49.65,NSE_SHAREHOLDING_XBRL,SHP_1646561_07042026123211
AMBIKCO,2026-06-30,2026-07-10,5724628,50.35,49.65,NSE_SHAREHOLDING_XBRL,SHP_1690217_10072026122958
AMBUJACEM,2026-03-31,2026-04-10,2470568930,67.68,32.32,NSE_SHAREHOLDING_XBRL,SHP_1649092_10042026070401
AMBUJACEM,2026-04-10,2026-04-18,2483411632,67.33,32.67,NSE_SHAREHOLDING_XBRL,SHP_1653956_18042026124836
AMBUJACEM,2026-06-30,2026-07-11,2483411632,67.33,32.67,NSE_SHAREHOLDING_XBRL,SHP_1690936_11072026015502
AMDIND,2026-03-31,2026-04-13,19166565,66.73,33.27,NSE_SHAREHOLDING_XBRL,SHP_1649907_13042026044336
AMDIND,2026-06-30,2026-07-09,19166565,66.73,33.27,NSE_SHAREHOLDING_XBRL,SHP_1689558_09072026115334
AMIRCHAND,2026-03-31,2026-04-21,103554836,78.78,21.22,NSE_SHAREHOLDING_XBRL,SHP_1655981_21042026014237
AMIRCHAND,2026-04-01,2026-04-15,103554836,78.78,21.22,NSE_SHAREHOLDING_XBRL,SHP_1647781_09042026122026
AMIRCHAND,2026-06-30,2026-07-16,103554836,78.78,21.22,NSE_SHAREHOLDING_XBRL,SHP_1693822_16072026114656
AMJLAND,2026-03-31,2026-04-14,40999401,65.94,34.06,NSE_SHAREHOLDING_XBRL,SHP_1650279_14042026095122
AMJLAND,2026-06-30,2026-07-15,40999401,65.94,34.06,NSE_SHAREHOLDING_XBRL,SHP_1693159_15072026034714
AMNPLST,2026-03-31,2026-04-21,55018519,73.17,26.83,NSE_SHAREHOLDING_XBRL,SHP_1656148_21042026032046
AMNPLST,2026-06-30,2026-07-21,55018519,73.17,26.83,NSE_SHAREHOLDING_XBRL,SHP_1698305_21072026042733
AMRUTANJAN,2026-03-31,2026-06-08,28908405,46.52,53.45,NSE_SHAREHOLDING_XBRL,SHP_1680154_08062026023317
AMRUTANJAN,2026-06-30,2026-07-14,28908405,46.52,53.45,NSE_SHAREHOLDING_XBRL,SHP_1692085_14072026023258
ANANDRATHI,2026-03-31,2026-08-11,83028490,43.11,56.89,NSE_SHAREHOLDING_XBRL,SHP_1711664_11082026035944
ANANDRATHI,2026-06-04,2026-06-11,166050660,41.37,58.63,NSE_SHAREHOLDING_XBRL,SHP_1680856_11062026122652
ANANDRATHI,2026-06-30,2026-07-15,166050660,41.37,58.63,NSE_SHAREHOLDING_XBRL,SHP_1693635_15072026073252
ANANTRAJ,2026-03-31,2026-04-15,359862956,57.41,42.59,NSE_SHAREHOLDING_XBRL,SHP_1651038_15042026113817
ANANTRAJ,2026-06-30,2026-07-20,359905648,57.42,42.58,NSE_SHAREHOLDING_XBRL,SHP_1696509_20072026122613
ANDHRAPAP,2026-03-31,2026-04-15,198844720,72.45,27.55,NSE_SHAREHOLDING_XBRL,SHP_1651379_15042026041232
ANDHRAPAP,2026-06-30,2026-07-18,198844720,72.45,27.55,NSE_SHAREHOLDING_XBRL,SHP_1696186_18072026050302
ANDHRSUGAR,2026-03-31,2026-04-18,135545754,50.49,49.51,NSE_SHAREHOLDING_XBRL,SHP_1654075_18042026030531
ANDHRSUGAR,2026-06-30,2026-07-20,135545754,50.49,49.51,NSE_SHAREHOLDING_XBRL,SHP_1696841_20072026040041
ANGELONE,2026-03-31,2026-07-16,910701563,28.8,71.2,NSE_SHAREHOLDING_XBRL,SHP_1692586_14072026064029
ANGELONE,2026-06-30,2026-07-16,913368485,28.59,71.41,NSE_SHAREHOLDING_XBRL,SHP_1694660_16072026080533
ANIKINDS,2026-03-31,2026-04-04,27750504,37.14,62.86,NSE_SHAREHOLDING_XBRL,SHP_1645959_04042026025255
ANIKINDS,2026-06-30,2026-07-13,27750504,37.14,62.86,NSE_SHAREHOLDING_XBRL,SHP_1691659_13072026060330
ANMOL,2026-03-31,2026-04-14,56919422,50.2,49.8,NSE_SHAREHOLDING_XBRL,SHP_1650407_14042026124453
ANMOL,2026-06-30,2026-07-15,56919422,50.2,49.8,NSE_SHAREHOLDING_XBRL,SHP_1693413_15072026053158
ANNAPURNA,2026-03-31,2026-04-16,21822255,40.17,59.83,NSE_SHAREHOLDING_XBRL,SHP_1652562_16042026062255
ANSALAPI,2026-03-31,2026-04-17,157409235,48.77,51.23,NSE_SHAREHOLDING_XBRL,SHP_1653156_17042026035906
ANSALAPI,2026-06-30,2026-07-16,157409235,48.77,51.23,NSE_SHAREHOLDING_XBRL,SHP_1693966_16072026012736
ANTELOPUS,2026-03-31,2026-04-06,35162894,69.94,30.06,NSE_SHAREHOLDING_XBRL,SHP_1646309_06042026053659
ANTELOPUS,2026-06-30,2026-07-06,35162894,69.94,30.06,NSE_SHAREHOLDING_XBRL,SHP_1688321_06072026105920
ANTHEM,2026-03-31,2026-04-20,561682350,74.68,25.32,NSE_SHAREHOLDING_XBRL,SHP_1655577_20042026075836
ANTHEM,2026-06-30,2026-07-17,563357288,71.42,28.58,NSE_SHAREHOLDING_XBRL,SHP_1695787_17072026084356
ANUHPHR,2026-03-31,2026-04-17,100217331,71.8,28.2,NSE_SHAREHOLDING_XBRL,SHP_1652875_17042026120337
ANUHPHR,2026-06-30,2026-07-21,100217331,71.8,28.2,NSE_SHAREHOLDING_XBRL,SHP_1698282_21072026041416
ANUP,2026-03-31,2026-04-20,20033216,40.92,59.08,NSE_SHAREHOLDING_XBRL,SHP_1654767_20042026020520
ANUP,2026-06-30,2026-07-21,20033216,40.92,59.08,NSE_SHAREHOLDING_XBRL,SHP_1697724_21072026104733
ANURAS,2026-03-31,2026-04-20,113853083,59.07,40.93,NSE_SHAREHOLDING_XBRL,SHP_1655564_20042026074842
ANURAS,2026-06-30,2026-07-21,113853083,59.07,40.93,NSE_SHAREHOLDING_XBRL,SHP_1697930_21072026010616
APARINDS,2026-03-31,2026-04-10,40166701,57.77,42.23,NSE_SHAREHOLDING_XBRL,SHP_1648747_10042026040326
APARINDS,2026-06-30,2026-07-14,40173655,57.76,42.24,NSE_SHAREHOLDING_XBRL,SHP_1692435_14072026053431
APCL,2026-03-31,2026-04-16,29374761,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1652432_16042026053254
APCL,2026-06-30,2026-07-07,29374761,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1688724_07072026020516
APCOTEXIND,2026-03-31,2026-06-08,51843929,58.23,41.77,NSE_SHAREHOLDING_XBRL,SHP_1680221_08062026044549
APCOTEXIND,2026-06-30,2026-07-13,51843929,58.23,41.77,NSE_SHAREHOLDING_XBRL,SHP_1691218_13072026123203
APEX,2026-03-31,2026-04-18,31250423,72.62,27.38,NSE_SHAREHOLDING_XBRL,SHP_1654233_18042026045724
APEX,2026-06-30,2026-07-21,31250423,72.62,27.38,NSE_SHAREHOLDING_XBRL,SHP_1697692_21072026082349
APLAPOLLO,2026-03-31,2026-04-15,277644421,28.25,71.75,NSE_SHAREHOLDING_XBRL,SHP_1651360_15042026040250
APLAPOLLO,2026-06-30,2026-07-21,277644421,28.25,71.75,NSE_SHAREHOLDING_XBRL,SHP_1698262_21072026040733
APLLTD,2026-03-31,2026-04-10,196561246,69.74,30.26,NSE_SHAREHOLDING_XBRL,SHP_1648834_10042026045935
APLLTD,2026-06-30,2026-07-15,196569233,69.87,30.13,NSE_SHAREHOLDING_XBRL,SHP_1693512_15072026061653
APOLLO,2026-03-31,2026-04-21,357299346,51.98,48.02,NSE_SHAREHOLDING_XBRL,SHP_1655921_21042026010052
APOLLO,2026-06-17,2026-06-24,369453352,50.27,49.73,NSE_SHAREHOLDING_XBRL,SHP_1683955_24062026040754
APOLLO,2026-06-30,2026-07-21,371597039,49.98,50.02,NSE_SHAREHOLDING_XBRL,SHP_1697701_21072026100921
APOLLOHOSP,2026-03-31,2026-04-09,143779907,28.02,71.98,NSE_SHAREHOLDING_XBRL,SHP_1648111_09042026045634
APOLLOHOSP,2026-06-30,2026-07-03,143779907,28.02,71.98,NSE_SHAREHOLDING_XBRL,SHP_1687831_03072026043226
APOLLOPIPE,2026-03-31,2026-04-15,44044857,51.72,47.99,NSE_SHAREHOLDING_XBRL,SHP_1651143_15042026011427
APOLLOPIPE,2026-06-30,2026-07-16,44044857,51.72,48.02,NSE_SHAREHOLDING_XBRL,SHP_1694522_16072026063034
APOLLOTYRE,2026-03-31,2026-04-17,635167850,36.93,62.67,NSE_SHAREHOLDING_XBRL,SHP_1653187_17042026040928
APOLLOTYRE,2026-06-30,2026-07-20,635167850,36.93,62.67,NSE_SHAREHOLDING_XBRL,SHP_1697178_20072026054905
APOLSINHOT,2026-03-31,2026-04-11,2600312,64.68,35.32,NSE_SHAREHOLDING_XBRL,SHP_1649313_11042026022227
APOLSINHOT,2026-06-30,2026-07-17,2600312,64.68,35.32,NSE_SHAREHOLDING_XBRL,SHP_1695369_17072026050316
APTECHT,2026-03-31,2026-04-14,58003282,47.35,52.65,NSE_SHAREHOLDING_XBRL,SHP_1650612_14042026035438
APTECHT,2026-06-30,2026-07-15,58003282,47.35,52.65,NSE_SHAREHOLDING_XBRL,SHP_1693160_15072026034735
APTUS,2026-03-31,2026-04-10,500680729,23.87,76.13,NSE_SHAREHOLDING_XBRL,SHP_1648727_10042026035014
APTUS,2026-06-30,2026-07-16,500890570,23.86,76.14,NSE_SHAREHOLDING_XBRL,SHP_1694282_16072026043848
AQYLON,2026-03-31,2026-04-21,253733492,58.33,41.67,NSE_SHAREHOLDING_XBRL,SHP_1656067_21042026023718
AQYLON,2026-06-30,2026-07-21,253717053,45.6,54.4,NSE_SHAREHOLDING_XBRL,SHP_1698478_21072026053338
ARCHIDPLY,2026-03-31,2026-04-21,19864820,69.89,30.11,NSE_SHAREHOLDING_XBRL,SHP_1655997_21042026015403
ARCHIDPLY,2026-06-30,2026-07-20,19864820,69.89,30.11,NSE_SHAREHOLDING_XBRL,SHP_1696966_20072026044749
ARCHIES,2026-03-31,2026-04-14,33778103,61.47,38.53,NSE_SHAREHOLDING_XBRL,SHP_1650550_14042026031556
ARCHIES,2026-06-30,2026-07-10,33780354,61.03,38.97,NSE_SHAREHOLDING_XBRL,SHP_1690251_10072026011109
ARCOTECH,2026-03-31,2026-04-21,105011935,38.91,61.09,NSE_SHAREHOLDING_XBRL,SHP_1656034_21042026021756
ARCOTECH,2026-06-30,2026-07-20,105011935,38.91,61.09,NSE_SHAREHOLDING_XBRL,SHP_1697226_20072026060200
ARE&M,2026-03-31,2026-04-20,183035046,32.86,67.14,NSE_SHAREHOLDING_XBRL,SHP_1655350_20042026062048
ARE&M,2026-06-30,2026-07-20,183035046,32.86,67.14,NSE_SHAREHOLDING_XBRL,SHP_1696837_20072026035914
ARENTERP,2026-03-31,2026-04-20,3108479,63.66,36.34,NSE_SHAREHOLDING_XBRL,SHP_1655083_20042026044904
ARENTERP,2026-06-30,2026-07-21,3108479,63.66,36.34,NSE_SHAREHOLDING_XBRL,SHP_1697736_21072026105722
ARFIN,2026-03-31,2026-04-11,168727525,69.77,30.23,NSE_SHAREHOLDING_XBRL,SHP_1649374_11042026040713
ARFIN,2026-06-30,2026-07-15,168727525,69.77,30.23,NSE_SHAREHOLDING_XBRL,SHP_1692763_15072026101911
ARIES,2026-03-31,2026-04-07,13004037,52.66,47.34,NSE_SHAREHOLDING_XBRL,SHP_1646763_07042026050011
ARIES,2026-06-30,2026-07-08,13004037,52.66,47.34,NSE_SHAREHOLDING_XBRL,SHP_1689255_08072026034444
ARIHANTCAP,2026-03-31,2026-04-15,109620452,67.67,32.33,NSE_SHAREHOLDING_XBRL,SHP_1651617_15042026062004
ARIHANTCAP,2026-06-30,2026-07-20,109620452,67.67,32.33,NSE_SHAREHOLDING_XBRL,SHP_1697121_20072026053224
ARIHANTSUP,2026-03-31,2026-04-06,43250532,71.1,28.9,NSE_SHAREHOLDING_XBRL,SHP_1646230_06042026035701
ARIHANTSUP,2026-06-30,2026-07-14,43250532,71.1,28.9,NSE_SHAREHOLDING_XBRL,SHP_1692600_14072026065755
ARIS,2026-03-31,2026-04-21,81762091,37.59,62.41,NSE_SHAREHOLDING_XBRL,SHP_1656442_21042026054136
ARIS,2026-06-30,2026-07-20,81783888,37.58,62.42,NSE_SHAREHOLDING_XBRL,SHP_1697395_20072026065501
ARKADE,2026-03-31,2026-04-20,185671931,71.19,28.81,NSE_SHAREHOLDING_XBRL,SHP_1654554_20042026113212
ARKADE,2026-06-30,2026-07-14,185671931,71.19,28.81,NSE_SHAREHOLDING_XBRL,SHP_1692107_14072026024805
ARMANFIN,2026-03-31,2026-04-21,10512695,22.0,78.0,NSE_SHAREHOLDING_XBRL,SHP_1656568_21042026062103
ARMANFIN,2026-06-30,2026-07-23,10512695,22.0,78.0,NSE_SHAREHOLDING_XBRL,SHP_1699789_23072026124129
AROGRANITE,2026-03-31,2026-04-13,15301013,41.08,58.92,NSE_SHAREHOLDING_XBRL,SHP_1649683_13042026023111
AROGRANITE,2026-06-30,2026-07-08,15301013,41.08,58.92,NSE_SHAREHOLDING_XBRL,SHP_1689196_08072026022428
ARROWGREEN,2026-03-31,2026-04-20,15088983,64.83,35.17,NSE_SHAREHOLDING_XBRL,SHP_1654826_20042026025050
ARROWGREEN,2026-06-30,2026-07-20,15088801,65.65,34.35,NSE_SHAREHOLDING_XBRL,SHP_1696971_20072026044911
ARSHIYA,2026-03-31,2026-04-14,263543667,14.37,85.63,NSE_SHAREHOLDING_XBRL,SHP_1650598_14042026034322
ARSHIYA,2026-06-30,2026-07-20,263543667,14.37,85.63,NSE_SHAREHOLDING_XBRL,SHP_1696615_20072026014423
ARSSBL,2026-03-31,2026-04-21,62728129,69.92,30.08,NSE_SHAREHOLDING_XBRL,SHP_1656230_21042026035656
ARSSBL,2026-06-30,2026-07-21,63027159,69.62,30.38,NSE_SHAREHOLDING_XBRL,SHP_1697730_21072026105150
ARSSINFRA,2026-03-31,2026-04-21,90116622,84.89,15.11,NSE_SHAREHOLDING_XBRL,SHP_1655721_21042026105458
ARSSINFRA,2026-06-30,2026-07-20,90116622,84.89,15.11,NSE_SHAREHOLDING_XBRL,SHP_1697494_20072026073818
ARTEMISMED,2026-03-31,2026-04-14,158314163,58.39,41.61,NSE_SHAREHOLDING_XBRL,SHP_1650706_14042026045213
ARTEMISMED,2026-06-30,2026-07-15,158314163,58.39,41.61,NSE_SHAREHOLDING_XBRL,SHP_1693179_15072026035352
ARTNIRMAN,2026-03-31,2026-04-16,24954576,73.75,26.25,NSE_SHAREHOLDING_XBRL,SHP_1652680_16042026074606
ARTNIRMAN,2026-06-30,2026-07-16,24954576,73.75,26.25,NSE_SHAREHOLDING_XBRL,SHP_1694111_16072026032325
ARVEE,2026-03-31,2026-04-15,11020408,73.5,26.5,NSE_SHAREHOLDING_XBRL,SHP_1651524_15042026053255
ARVEE,2026-06-30,2026-07-16,11020408,73.5,26.5,NSE_SHAREHOLDING_XBRL,SHP_1693859_16072026122104
ARVIND,2026-03-31,2026-06-05,262133787,39.53,60.47,NSE_SHAREHOLDING_XBRL,SHP_1679643_05062026123644
ARVIND,2026-06-30,2026-07-21,262133787,39.53,60.47,NSE_SHAREHOLDING_XBRL,SHP_1698750_21072026070530
ARVIND,2026-08-05,2026-08-10,272043807,38.09,61.91,NSE_SHAREHOLDING_XBRL,SHP_1710980_10082026040847
ARVINDFASN,2026-03-31,2026-04-20,133636342,35.1,64.9,NSE_SHAREHOLDING_XBRL,SHP_1655368_20042026063026
ARVINDFASN,2026-06-30,2026-07-20,133636342,35.1,64.9,NSE_SHAREHOLDING_XBRL,SHP_1696595_20072026012813
ARVSMART,2026-03-31,2026-06-05,45862898,53.83,46.17,NSE_SHAREHOLDING_XBRL,SHP_1679151_03062026125643
ARVSMART,2026-06-30,2026-07-13,45862898,53.83,46.17,NSE_SHAREHOLDING_XBRL,SHP_1691757_13072026070037
ASAHIINDIA,2026-03-31,2026-04-21,254929331,51.57,48.43,NSE_SHAREHOLDING_XBRL,SHP_1656344_21042026044937
ASAHIINDIA,2026-06-30,2026-07-21,254935924,51.57,48.43,NSE_SHAREHOLDING_XBRL,SHP_1698182_21072026033651
ASAHISONG,2026-03-31,2026-04-16,11786507,67.0,33.0,NSE_SHAREHOLDING_XBRL,SHP_1651811_16042026102923
ASAHISONG,2026-06-30,2026-07-17,11786507,67.0,33.0,NSE_SHAREHOLDING_XBRL,SHP_1695419_17072026051937
ASAL,2026-03-31,2026-04-16,15864395,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1652675_16042026073433
ASAL,2026-06-30,2026-07-20,15864395,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1696812_20072026035127
ASALCBR,2026-03-31,2026-04-18,20079936,62.35,37.65,NSE_SHAREHOLDING_XBRL,SHP_1654227_18042026045413
ASALCBR,2026-06-30,2026-07-10,20079936,62.35,37.65,NSE_SHAREHOLDING_XBRL,SHP_1690508_10072026050122
ASHAPURMIN,2026-03-31,2026-04-20,95523275,48.03,51.97,NSE_SHAREHOLDING_XBRL,SHP_1655248_20042026054027
ASHAPURMIN,2026-06-30,2026-07-17,95529365,48.03,51.97,NSE_SHAREHOLDING_XBRL,SHP_1695472_17072026053827
ASHIANA,2026-03-31,2026-04-15,100518387,61.11,38.89,NSE_SHAREHOLDING_XBRL,SHP_1651515_15042026052758
ASHIANA,2026-06-30,2026-07-18,100518387,61.11,38.89,NSE_SHAREHOLDING_XBRL,SHP_1695939_18072026121016
ASHIMASYN,2026-03-31,2026-04-18,191648979,73.49,26.51,NSE_SHAREHOLDING_XBRL,SHP_1653874_18042026110120
ASHIMASYN,2026-06-30,2026-07-20,191648979,73.49,26.51,NSE_SHAREHOLDING_XBRL,SHP_1696860_20072026040726
ASHOKA,2026-03-31,2026-04-15,280706287,54.48,45.52,NSE_SHAREHOLDING_XBRL,SHP_1651303_15042026033355
ASHOKA,2026-06-30,2026-07-15,280706287,54.48,45.52,NSE_SHAREHOLDING_XBRL,SHP_1692833_15072026114112
ASHOKAMET,2026-03-31,2026-04-13,24995340,53.65,46.35,NSE_SHAREHOLDING_XBRL,SHP_1650132_13042026063254
ASHOKAMET,2026-06-30,2026-07-15,24995340,53.65,46.35,NSE_SHAREHOLDING_XBRL,SHP_1692849_15072026115513
ASIANENE,2026-03-31,2026-05-12,44938036,60.75,39.21,NSE_SHAREHOLDING_XBRL,SHP_1663290_04052026051006
ASIANENE,2026-05-05,2026-05-12,48610856,56.16,43.8,NSE_SHAREHOLDING_XBRL,SHP_1666189_12052026081745
ASIANENE,2026-06-30,2026-07-21,48628174,56.14,43.86,NSE_SHAREHOLDING_XBRL,SHP_1698699_21072026064752
ASIANHOTNR,2026-03-31,2026-04-20,42633229,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1655336_20042026061425
ASIANHOTNR,2026-06-30,2026-07-20,42633229,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1697424_20072026070924
ASIANPAINT,2026-03-31,2026-04-20,959120650,52.63,47.32,NSE_SHAREHOLDING_XBRL,SHP_1655573_20042026075747
ASIANPAINT,2026-06-30,2026-07-18,959120650,52.63,47.29,NSE_SHAREHOLDING_XBRL,SHP_1696081_18072026032420
ASIANTILES,2026-03-31,2026-04-13,296493377,38.79,61.21,NSE_SHAREHOLDING_XBRL,SHP_1649645_13042026012822
ASIANTILES,2026-06-30,2026-07-09,296493377,38.79,61.21,NSE_SHAREHOLDING_XBRL,SHP_1689942_09072026054258
ASIL,2026-03-31,2026-04-13,41171658,50.96,49.04,NSE_SHAREHOLDING_XBRL,SHP_1650056_13042026055724
ASIL,2026-06-30,2026-07-16,41171658,50.96,49.04,NSE_SHAREHOLDING_XBRL,SHP_1694241_16072026042235
ASKAUTOLTD,2026-03-31,2026-04-07,197142600,74.95,25.05,NSE_SHAREHOLDING_XBRL,SHP_1646669_07042026034208
ASKAUTOLTD,2026-06-30,2026-07-13,197142600,74.95,25.05,NSE_SHAREHOLDING_XBRL,SHP_1691306_13072026023551
ASMS,2026-03-31,2026-04-21,304560837,67.5,32.5,NSE_SHAREHOLDING_XBRL,SHP_1656116_21042026025848
ASMS,2026-06-30,2026-07-30,304586091,65.82,34.18,NSE_SHAREHOLDING_XBRL,SHP_1705685_30072026084042
ASPINWALL,2026-03-31,2026-08-06,7818269,64.46,35.54,NSE_SHAREHOLDING_XBRL,SHP_1708955_06082026033024
ASPINWALL,2026-06-30,2026-08-06,7818269,64.46,35.54,NSE_SHAREHOLDING_XBRL,SHP_1708927_06082026030658
ASTEC,2026-03-31,2026-04-21,22280964,71.97,28.03,NSE_SHAREHOLDING_XBRL,SHP_1656797_21042026082325
ASTEC,2026-06-30,2026-07-21,22284061,71.96,28.04,NSE_SHAREHOLDING_XBRL,SHP_1698059_21072026023253
ASTERDM,2026-03-31,2026-04-21,518157769,40.39,59.38,NSE_SHAREHOLDING_XBRL,SHP_1656380_21042026050845
ASTERDM,2026-06-30,2026-07-17,518157769,40.39,59.61,NSE_SHAREHOLDING_XBRL,SHP_1695732_17072026074455
ASTERDM,2026-07-13,2026-07-23,871624157,53.72,46.28,NSE_SHAREHOLDING_XBRL,SHP_1700384_23072026082445
ASTRAL,2026-03-31,2026-04-16,268659473,54.22,45.78,NSE_SHAREHOLDING_XBRL,SHP_1652425_16042026053027
ASTRAL,2026-06-30,2026-07-17,268659473,54.22,45.78,NSE_SHAREHOLDING_XBRL,SHP_1695699_17072026072319
ASTRAMICRO,2026-03-31,2026-04-10,94890321,6.54,93.46,NSE_SHAREHOLDING_XBRL,SHP_1648967_10042026055105
ASTRAMICRO,2026-06-30,2026-07-13,94890321,6.54,93.46,NSE_SHAREHOLDING_XBRL,SHP_1691149_13072026113450
ASTRAZEN,2026-03-31,2026-04-20,25000000,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1655030_20042026042416
ASTRAZEN,2026-06-30,2026-07-20,25000000,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1697186_20072026055135
ASTRON,2026-03-31,2026-05-11,46501072,25.37,74.63,NSE_SHAREHOLDING_XBRL,SHP_1665466_11052026032718
