symbol,as_of_date,available_date,shares_outstanding,promoter_holding_pct,public_holding_pct,source,filing_id
INDIASHLTR,2026-03-31,2026-04-21,108754426,47.54,52.46,NSE_SHAREHOLDING_XBRL,SHP_1656090_21042026024750
INDIASHLTR,2026-06-30,2026-07-21,108862367,46.05,53.95,NSE_SHAREHOLDING_XBRL,SHP_1698160_21072026033038
INDIGO,2026-03-31,2026-04-21,386654431,41.57,58.43,NSE_SHAREHOLDING_XBRL,SHP_1656028_21042026021525
INDIGO,2026-06-30,2026-07-21,386655153,41.57,58.43,NSE_SHAREHOLDING_XBRL,SHP_1698091_21072026025421
INDIGOPNTS,2026-03-31,2026-04-21,47673747,53.88,46.12,NSE_SHAREHOLDING_XBRL,SHP_1655774_21042026111842
INDIGOPNTS,2026-06-30,2026-07-21,47673747,53.88,46.12,NSE_SHAREHOLDING_XBRL,SHP_1698967_21072026103643
INDIQUBE,2026-03-31,2026-04-20,211981862,60.1,39.9,NSE_SHAREHOLDING_XBRL,SHP_1655433_20042026064658
INDIQUBE,2026-06-30,2026-07-17,211989018,60.11,39.89,NSE_SHAREHOLDING_XBRL,SHP_1695746_17072026075408
INDLMETER,2026-03-31,2026-04-16,8634887,16.76,83.24,NSE_SHAREHOLDING_XBRL,SHP_1652214_16042026040500
INDLMETER,2026-06-30,2026-07-18,8634887,16.76,83.24,NSE_SHAREHOLDING_XBRL,SHP_1696181_18072026045600
INDNIPPON,2026-03-31,2026-04-21,22621461,70.37,29.63,NSE_SHAREHOLDING_XBRL,SHP_1656293_21042026042052
INDNIPPON,2026-06-30,2026-07-21,22621461,70.37,29.63,NSE_SHAREHOLDING_XBRL,SHP_1698243_21072026035853
INDOAMIN,2026-03-31,2026-04-18,72585597,58.42,41.58,NSE_SHAREHOLDING_XBRL,SHP_1654184_18042026043128
INDOAMIN,2026-06-30,2026-07-20,72585597,58.42,41.58,NSE_SHAREHOLDING_XBRL,SHP_1697352_20072026063723
INDOBORAX,2026-03-31,2026-04-21,32085162,30.8,69.2,NSE_SHAREHOLDING_XBRL,SHP_1656138_21042026031027
INDOBORAX,2026-06-30,2026-07-18,32092590,38.41,61.59,NSE_SHAREHOLDING_XBRL,SHP_1696209_18072026051959
INDOCO,2026-03-31,2026-04-16,92309359,58.86,41.0,NSE_SHAREHOLDING_XBRL,SHP_1652196_16042026035027
INDOCO,2026-06-30,2026-07-17,92309292,58.86,41.0,NSE_SHAREHOLDING_XBRL,SHP_1695661_17072026065905
INDOFARM,2026-03-31,2026-04-16,48052292,70.46,29.54,NSE_SHAREHOLDING_XBRL,SHP_1652122_16042026030951
INDOFARM,2026-06-30,2026-07-08,48049901,70.63,29.37,NSE_SHAREHOLDING_XBRL,SHP_1689145_08072026124903
INDOMIM,2026-07-29,2026-08-12,494484565,77.65,22.35,NSE_SHAREHOLDING_XBRL,SHP_1708266_05082026034852
INDORAMA,2026-03-31,2026-04-20,261117139,74.84,25.16,NSE_SHAREHOLDING_XBRL,SHP_1654515_20042026110537
INDORAMA,2026-06-30,2026-07-14,261117139,74.84,25.16,NSE_SHAREHOLDING_XBRL,SHP_1692319_14072026044155
INDOSTAR,2026-03-31,2026-04-16,161543825,70.38,29.62,NSE_SHAREHOLDING_XBRL,SHP_1652043_16042026015635
INDOSTAR,2026-06-30,2026-07-17,161589744,70.36,29.64,NSE_SHAREHOLDING_XBRL,SHP_1695116_17072026032301
INDOTECH,2026-03-31,2026-04-09,10620000,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1648097_09042026045232
INDOTECH,2026-06-30,2026-07-13,10619285,72.18,27.82,NSE_SHAREHOLDING_XBRL,SHP_1691384_13072026034210
INDOTHAI,2026-03-31,2026-04-13,128612582,56.51,43.49,NSE_SHAREHOLDING_XBRL,SHP_1650055_13042026055715
INDOTHAI,2026-06-30,2026-07-15,129621848,56.07,43.93,NSE_SHAREHOLDING_XBRL,SHP_1692798_15072026110350
INDOUS,2026-03-31,2026-04-09,20052194,68.29,31.71,NSE_SHAREHOLDING_XBRL,SHP_1648210_09042026054412
INDOUS,2026-06-30,2026-07-14,20052194,68.29,31.71,NSE_SHAREHOLDING_XBRL,SHP_1691915_14072026112613
INDOWIND,2026-03-31,2026-04-09,160990641,48.2,51.8,NSE_SHAREHOLDING_XBRL,SHP_1648124_09042026050040
INDOWIND,2026-06-30,2026-07-16,160990641,48.2,51.8,NSE_SHAREHOLDING_XBRL,SHP_1694316_16072026045137
INDRAMEDCO,2026-03-31,2026-04-08,91672549,51.0,49.0,NSE_SHAREHOLDING_XBRL,SHP_1647064_08042026105655
INDRAMEDCO,2026-06-30,2026-07-15,91672549,51.0,49.0,NSE_SHAREHOLDING_XBRL,SHP_1693100_15072026031714
INDSWFTLAB,2026-03-31,2026-04-21,86844099,42.99,57.01,NSE_SHAREHOLDING_XBRL,SHP_1656539_21042026061124
INDSWFTLAB,2026-06-30,2026-07-20,86965474,42.93,57.07,NSE_SHAREHOLDING_XBRL,SHP_1697253_20072026061042
INDTERRAIN,2026-03-31,2026-04-17,50667854,31.55,68.45,NSE_SHAREHOLDING_XBRL,SHP_1653527_17042026063811
INDTERRAIN,2026-06-30,2026-07-20,50667854,31.55,68.45,NSE_SHAREHOLDING_XBRL,SHP_1696524_20072026123418
INDUSFILA,2026-03-31,2026-04-20,5108296,97.88,2.12,NSE_SHAREHOLDING_XBRL,SHP_1655281_20042026055411
INDUSFILA,2026-06-30,2026-07-20,5108296,97.88,2.12,NSE_SHAREHOLDING_XBRL,SHP_1697084_20072026052241
INDUSINDBK,2026-03-31,2026-04-20,742831922,15.82,84.18,NSE_SHAREHOLDING_XBRL,SHP_1655219_20042026052917
INDUSINDBK,2026-06-30,2026-07-17,742831922,15.82,84.18,NSE_SHAREHOLDING_XBRL,SHP_1695339_17072026045502
INDUSTOWER,2026-03-31,2026-04-21,2637941678,51.26,48.71,NSE_SHAREHOLDING_XBRL,SHP_1656799_21042026082507
INDUSTOWER,2026-06-30,2026-07-21,2637941678,51.26,48.71,NSE_SHAREHOLDING_XBRL,SHP_1698070_21072026024107
INFOBEAN,2026-03-31,2026-04-20,96960824,72.83,27.17,NSE_SHAREHOLDING_XBRL,SHP_1654691_20042026125438
INFOBEAN,2026-06-30,2026-07-19,96974139,72.82,27.18,NSE_SHAREHOLDING_XBRL,SHP_1696366_19072026084953
INFOMEDIA,2026-03-31,2026-04-20,50192728,50.69,49.31,NSE_SHAREHOLDING_XBRL,SHP_1655592_20042026081435
INFOMEDIA,2026-06-30,2026-07-20,50192728,50.69,49.31,NSE_SHAREHOLDING_XBRL,SHP_1696769_20072026033006
INFY,2026-03-31,2026-04-16,3751696898,14.38,85.38,NSE_SHAREHOLDING_XBRL,SHP_1652323_16042026045034
INFY,2026-06-30,2026-07-15,3738624559,13.82,85.97,NSE_SHAREHOLDING_XBRL,SHP_1693581_15072026065242
INGERRAND,2026-03-31,2026-04-17,31568000,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1653072_17042026030905
INGERRAND,2026-06-30,2026-07-20,31568000,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1697064_20072026051739
INNOVACAP,2026-03-31,2026-04-09,57224697,50.9,49.1,NSE_SHAREHOLDING_XBRL,SHP_1648224_09042026055139
INNOVACAP,2026-06-30,2026-07-08,57224697,50.9,49.1,NSE_SHAREHOLDING_XBRL,SHP_1689168_08072026012649
INNOVANA,2026-03-31,2026-04-16,20660193,72.65,27.35,NSE_SHAREHOLDING_XBRL,SHP_1651988_16042026125730
INNOVANA,2026-06-30,2026-07-10,20660193,72.65,27.35,NSE_SHAREHOLDING_XBRL,SHP_1690471_10072026043749
INNOVISION,2026-03-31,2026-04-21,23812862,74.17,25.83,NSE_SHAREHOLDING_XBRL,SHP_1656271_21042026040959
INNOVISION,2026-06-30,2026-07-21,23812862,74.17,25.83,NSE_SHAREHOLDING_XBRL,SHP_1698768_21072026071204
INOXGREEN,2026-03-31,2026-04-20,401491965,56.12,43.88,NSE_SHAREHOLDING_XBRL,SHP_1655458_20042026070024
INOXGREEN,2026-06-30,2026-08-03,401491965,56.12,43.88,NSE_SHAREHOLDING_XBRL,SHP_1706948_03082026041959
INOXINDIA,2026-03-31,2026-04-15,90763500,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1651707_15042026072013
INOXINDIA,2026-06-30,2026-07-13,90765810,74.86,25.14,NSE_SHAREHOLDING_XBRL,SHP_1691439_13072026041636
INOXWIND,2026-03-31,2026-04-20,1728187198,44.18,55.82,NSE_SHAREHOLDING_XBRL,SHP_1655491_20042026070912
INOXWIND,2026-06-30,2026-07-17,1728187198,44.18,55.82,NSE_SHAREHOLDING_XBRL,SHP_1695550_17072026060417
INSECTICID,2026-03-31,2026-04-20,29096841,72.3,27.7,NSE_SHAREHOLDING_XBRL,SHP_1654969_20042026035713
INSECTICID,2026-06-30,2026-07-17,29096841,72.3,27.7,NSE_SHAREHOLDING_XBRL,SHP_1694739_17072026093223
INSPIRISYS,2026-03-31,2026-04-15,39617048,69.95,30.05,NSE_SHAREHOLDING_XBRL,SHP_1651439_15042026044943
INSPIRISYS,2026-06-30,2026-07-08,39617048,69.95,30.05,NSE_SHAREHOLDING_XBRL,SHP_1689146_08072026125019
INTELLECT,2026-03-31,2026-04-16,139678537,29.73,70.27,NSE_SHAREHOLDING_XBRL,SHP_1652386_16042026051427
INTELLECT,2026-06-30,2026-07-16,140197262,29.62,70.38,NSE_SHAREHOLDING_XBRL,SHP_1694085_16072026031329
INTENTECH,2026-03-31,2026-04-15,23621325,4.68,94.19,NSE_SHAREHOLDING_XBRL,SHP_1651749_15042026081929
INTENTECH,2026-06-30,2026-07-15,23621325,4.68,94.19,NSE_SHAREHOLDING_XBRL,SHP_1693469_15072026055917
INTERARCH,2026-03-31,2026-04-18,16772946,59.43,40.57,NSE_SHAREHOLDING_XBRL,SHP_1654097_18042026032350
INTERARCH,2026-06-30,2026-07-21,16772946,59.43,40.57,NSE_SHAREHOLDING_XBRL,SHP_1697712_21072026103132
INTLCONV,2026-03-31,2026-04-21,63781108,69.86,30.14,NSE_SHAREHOLDING_XBRL,SHP_1656100_21042026025355
INTLCONV,2026-06-30,2026-07-21,63781172,70.23,29.77,NSE_SHAREHOLDING_XBRL,SHP_1698709_21072026064935
INVENTURE,2026-03-31,2026-04-17,1049973436,26.4,73.6,NSE_SHAREHOLDING_XBRL,SHP_1653318_17042026050531
INVENTURE,2026-06-30,2026-07-07,1049973436,26.4,73.6,NSE_SHAREHOLDING_XBRL,SHP_1688713_07072026011601
IOB,2026-03-31,2026-04-07,19256261682,92.44,7.56,NSE_SHAREHOLDING_XBRL,SHP_1646941_07042026064654
IOB,2026-06-30,2026-07-13,19256261682,92.44,7.56,NSE_SHAREHOLDING_XBRL,SHP_1691544_13072026051036
IOC,2026-03-31,2026-04-16,14120776247,51.5,48.5,NSE_SHAREHOLDING_XBRL,SHP_1651927_16042026120704
IOC,2026-06-30,2026-07-09,14120776247,51.5,48.5,NSE_SHAREHOLDING_XBRL,SHP_1689515_09072026094714
IOLCP,2026-03-31,2026-04-15,293522625,57.48,42.52,NSE_SHAREHOLDING_XBRL,SHP_1651429_15042026044337
IOLCP,2026-06-30,2026-07-04,293513166,62.28,37.72,NSE_SHAREHOLDING_XBRL,SHP_1688181_04072026014119
IONEXCHANG,2026-03-31,2026-04-17,146688433,25.52,58.29,NSE_SHAREHOLDING_XBRL,SHP_1653351_17042026052145
IONEXCHANG,2026-06-30,2026-07-17,146662949,25.43,58.39,NSE_SHAREHOLDING_XBRL,SHP_1695301_17072026044117
IPCALAB,2026-03-31,2026-04-08,253728694,44.72,55.28,NSE_SHAREHOLDING_XBRL,SHP_1647122_08042026120805
IPCALAB,2026-06-30,2026-07-17,253728694,44.72,55.28,NSE_SHAREHOLDING_XBRL,SHP_1694779_17072026104110
IPL,2026-03-31,2026-04-29,115162134,63.65,36.35,NSE_SHAREHOLDING_XBRL,SHP_1652849_17042026113131
IPL,2026-06-30,2026-07-14,115162134,63.65,36.35,NSE_SHAREHOLDING_XBRL,SHP_1692213_14072026035051
IRB,2026-03-31,2026-04-10,6039301656,30.79,69.21,NSE_SHAREHOLDING_XBRL,SHP_1649069_10042026064643
IRB,2026-04-02,2026-04-10,12078603313,30.79,69.21,NSE_SHAREHOLDING_XBRL,SHP_1649127_10042026073125
IRB,2026-06-30,2026-07-17,12078427004,30.81,69.19,NSE_SHAREHOLDING_XBRL,SHP_1695315_17072026044548
IRCON,2026-03-31,2026-04-13,940506969,65.17,34.83,NSE_SHAREHOLDING_XBRL,SHP_1650021_13042026053913
IRCON,2026-06-30,2026-07-08,940506969,65.17,34.83,NSE_SHAREHOLDING_XBRL,SHP_1689236_08072026032530
IRCTC,2026-03-31,2026-04-13,799955401,62.4,37.6,NSE_SHAREHOLDING_XBRL,SHP_1650182_13042026071657
IRCTC,2026-06-30,2026-07-16,799955401,62.4,37.6,NSE_SHAREHOLDING_XBRL,SHP_1694538_16072026063705
IREDA,2026-03-31,2026-04-10,2809118630,71.76,28.24,NSE_SHAREHOLDING_XBRL,SHP_1648932_10042026053843
IREDA,2026-06-30,2026-07-17,2809118630,71.76,28.24,NSE_SHAREHOLDING_XBRL,SHP_1695149_17072026033942
IRFC,2026-03-31,2026-04-16,13068394768,84.65,15.35,NSE_SHAREHOLDING_XBRL,SHP_1651942_16042026122158
IRFC,2026-06-30,2026-07-17,13068337472,82.9,17.1,NSE_SHAREHOLDING_XBRL,SHP_1695070_17072026025457
IRIS,2026-03-31,2026-04-20,20570373,34.63,65.37,NSE_SHAREHOLDING_XBRL,SHP_1655589_20042026080912
IRIS,2026-06-30,2026-07-20,20570373,34.63,65.37,NSE_SHAREHOLDING_XBRL,SHP_1697660_20072026110429
IRISDOREME,2026-03-31,2026-04-17,190339774,61.17,38.83,NSE_SHAREHOLDING_XBRL,SHP_1653456_17042026060613
IRISDOREME,2026-06-30,2026-07-16,190339774,61.17,38.83,NSE_SHAREHOLDING_XBRL,SHP_1694576_16072026065550
IRMENERGY,2026-03-31,2026-04-21,41060062,50.07,49.93,NSE_SHAREHOLDING_XBRL,SHP_1656054_21042026023048
IRMENERGY,2026-06-30,2026-07-20,41062395,50.74,49.26,NSE_SHAREHOLDING_XBRL,SHP_1696819_20072026035354
ISFT,2026-03-31,2026-04-21,16312812,43.06,56.94,NSE_SHAREHOLDING_XBRL,SHP_1656584_21042026062612
ISFT,2026-06-30,2026-07-17,16312812,43.06,56.94,NSE_SHAREHOLDING_XBRL,SHP_1695623_17072026063617
ISGEC,2026-03-31,2026-04-20,73530175,62.43,37.57,NSE_SHAREHOLDING_XBRL,SHP_1654928_20042026034329
ISGEC,2026-06-30,2026-07-17,73530175,62.43,37.57,NSE_SHAREHOLDING_XBRL,SHP_1695264_17072026042558
ISHANCH,2026-03-21,2026-04-08,26561856,38.48,61.52,NSE_SHAREHOLDING_XBRL,SHP_1647288_08042026032054
ISHANCH,2026-03-28,2026-04-14,27301873,40.15,59.85,NSE_SHAREHOLDING_XBRL,SHP_1650827_14042026060636
ISHANCH,2026-03-31,2026-04-18,27301873,40.15,59.85,NSE_SHAREHOLDING_XBRL,SHP_1653979_18042026011133
ISHANCH,2026-06-30,2026-07-17,27301873,40.15,59.85,NSE_SHAREHOLDING_XBRL,SHP_1695397_17072026051155
ITC,2026-03-31,2026-04-17,12526364166,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1653166_17042026040438
ITC,2026-06-30,2026-07-15,12526364166,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1693039_15072026024018
ITCHOTELS,2026-03-31,2026-04-21,2082810540,39.85,60.15,NSE_SHAREHOLDING_XBRL,SHP_1656772_21042026075912
ITCHOTELS,2026-06-30,2026-07-21,2082810540,39.85,60.15,NSE_SHAREHOLDING_XBRL,SHP_1698499_21072026053921
ITDC,2026-03-31,2026-04-13,85765461,87.03,12.97,NSE_SHAREHOLDING_XBRL,SHP_1650030_13042026054406
ITDC,2026-06-30,2026-07-16,85765461,87.03,12.97,NSE_SHAREHOLDING_XBRL,SHP_1693841_16072026120441
ITI,2026-03-31,2026-04-18,962856339,90.02,9.98,NSE_SHAREHOLDING_XBRL,SHP_1654104_18042026032514
ITI,2026-06-30,2026-07-20,962856339,90.02,9.98,NSE_SHAREHOLDING_XBRL,SHP_1696699_20072026025445
IVALUE,2026-03-31,2026-04-20,54622718,32.08,67.92,NSE_SHAREHOLDING_XBRL,SHP_1654561_20042026113623
IVALUE,2026-06-30,2026-07-20,54624698,32.1,67.9,NSE_SHAREHOLDING_XBRL,SHP_1696753_20072026032308
IVC,2026-03-31,2026-04-08,314028465,50.42,49.58,NSE_SHAREHOLDING_XBRL,SHP_1647269_08042026030553
IVC,2026-06-30,2026-07-10,314028465,50.42,49.58,NSE_SHAREHOLDING_XBRL,SHP_1690424_10072026040856
IVP,2026-03-31,2026-04-17,10325738,71.32,28.68,NSE_SHAREHOLDING_XBRL,SHP_1653048_17042026025052
IVP,2026-06-30,2026-07-17,10325738,71.32,28.68,NSE_SHAREHOLDING_XBRL,SHP_1695154_17072026034145
IXIGO,2026-03-31,2026-04-10,438183527,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1648552_10042026010219
IXIGO,2026-06-30,2026-07-17,438669111,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1695664_17072026070239
IZMO,2026-03-31,2026-04-17,14961897,34.79,65.21,NSE_SHAREHOLDING_XBRL,SHP_1653349_17042026052027
IZMO,2026-06-30,2026-07-20,14961897,34.79,65.21,NSE_SHAREHOLDING_XBRL,SHP_1697153_20072026054156
J&KBANK,2026-03-31,2026-04-27,1101175556,59.4,40.6,NSE_SHAREHOLDING_XBRL,SHP_1659266_27042026030335
J&KBANK,2026-06-30,2026-07-17,1101175556,59.4,40.6,NSE_SHAREHOLDING_XBRL,SHP_1694892_17072026122420
JAGRAN,2026-03-31,2026-04-09,217648519,69.0,31.0,NSE_SHAREHOLDING_XBRL,SHP_1648158_09042026052101
JAGRAN,2026-06-30,2026-07-10,217648519,69.0,31.0,NSE_SHAREHOLDING_XBRL,SHP_1690525_10072026050750
JAGSNPHARM,2026-03-31,2026-04-21,66958624,67.89,32.11,NSE_SHAREHOLDING_XBRL,SHP_1656361_21042026045546
JAGSNPHARM,2026-06-02,2026-06-09,65539518,69.36,30.64,NSE_SHAREHOLDING_XBRL,SHP_1680438_09062026032322
JAGSNPHARM,2026-06-30,2026-07-13,65833758,69.05,30.95,NSE_SHAREHOLDING_XBRL,SHP_1691431_13072026040836
JAIBALAJI,2026-03-31,2026-04-17,912276727,64.84,35.16,NSE_SHAREHOLDING_XBRL,SHP_1653307_17042026050014
JAIBALAJI,2026-06-30,2026-07-21,912276727,64.84,35.16,NSE_SHAREHOLDING_XBRL,SHP_1697990_21072026013658
JAICORPLTD,2026-03-31,2026-05-25,175502719,73.92,26.08,NSE_SHAREHOLDING_XBRL,SHP_1662233_30042026052845
JAICORPLTD,2026-06-30,2026-07-16,175502719,73.92,26.08,NSE_SHAREHOLDING_XBRL,SHP_1694394_16072026052550
JAINREC,2026-03-31,2026-04-20,345077458,73.59,26.41,NSE_SHAREHOLDING_XBRL,SHP_1655323_20042026061251
JAINREC,2026-06-30,2026-07-21,345077542,73.59,26.41,NSE_SHAREHOLDING_XBRL,SHP_1698772_21072026071253
JAIPURKURT,2026-03-31,2026-04-19,19090799,41.31,58.69,NSE_SHAREHOLDING_XBRL,SHP_1654438_19042026124127
JAIPURKURT,2026-06-30,2026-07-21,19091023,41.65,58.35,NSE_SHAREHOLDING_XBRL,SHP_1697795_21072026114401
JAMNAAUTO,2026-03-31,2026-04-20,399750068,49.84,50.16,NSE_SHAREHOLDING_XBRL,SHP_1654578_20042026114819
JAMNAAUTO,2026-06-30,2026-07-14,399750068,49.84,50.16,NSE_SHAREHOLDING_XBRL,SHP_1692183_14072026032721
JARO,2026-03-31,2026-04-17,22177483,57.28,42.72,NSE_SHAREHOLDING_XBRL,SHP_1653578_17042026070909
JARO,2026-06-30,2026-07-20,22271626,61.43,36.77,NSE_SHAREHOLDING_XBRL,SHP_1697589_20072026090230
JASH,2026-03-31,2026-04-21,63193832,43.24,56.3,NSE_SHAREHOLDING_XBRL,SHP_1656654_21042026070100
JASH,2026-06-30,2026-07-21,63193832,43.24,56.76,NSE_SHAREHOLDING_XBRL,SHP_1697704_21072026101941
JAYAGROGN,2026-03-31,2026-04-21,29998695,67.13,32.87,NSE_SHAREHOLDING_XBRL,SHP_1655884_21042026123057
JAYAGROGN,2026-06-30,2026-07-20,29998695,67.13,32.87,NSE_SHAREHOLDING_XBRL,SHP_1697531_20072026080104
JAYBARMARU,2026-03-31,2026-04-14,108244979,59.35,40.65,NSE_SHAREHOLDING_XBRL,SHP_1650860_14042026063106
JAYBARMARU,2026-06-30,2026-07-04,108244979,59.35,40.65,NSE_SHAREHOLDING_XBRL,SHP_1688279_04072026061618
JAYKAY,2026-03-31,2026-04-16,130288981,65.19,34.81,NSE_SHAREHOLDING_XBRL,SHP_1652524_16042026060920
JAYKAY,2026-06-30,2026-07-18,130288981,65.19,34.81,NSE_SHAREHOLDING_XBRL,SHP_1696316_18072026075223
JAYNECOIND,2026-03-31,2026-04-16,971023329,55.15,44.85,NSE_SHAREHOLDING_XBRL,SHP_1652167_16042026033652
JAYNECOIND,2026-06-30,2026-07-28,971023329,55.15,44.85,NSE_SHAREHOLDING_XBRL,SHP_1703337_28072026064026
JAYSREETEA,2026-03-31,2026-04-20,28879309,50.68,49.32,NSE_SHAREHOLDING_XBRL,SHP_1655252_20042026054037
JAYSREETEA,2026-06-30,2026-07-21,28879309,50.68,49.32,NSE_SHAREHOLDING_XBRL,SHP_1698384_21072026045530
JBCHEPHARM,2026-03-31,2026-04-16,160569451,48.8,51.2,NSE_SHAREHOLDING_XBRL,SHP_1652306_16042026044438
JBFIND,2026-03-31,2026-04-14,81870860,22.91,77.09,NSE_SHAREHOLDING_XBRL,SHP_1650450_14042026013805
JBFIND,2026-06-30,2026-07-17,81870860,22.91,77.09,NSE_SHAREHOLDING_XBRL,SHP_1694973_17072026013757
JBMA,2026-03-31,2026-04-13,236499757,67.53,32.47,NSE_SHAREHOLDING_XBRL,SHP_1650230_13042026081938
JBMA,2026-06-30,2026-07-03,236499757,67.53,32.47,NSE_SHAREHOLDING_XBRL,SHP_1687886_03072026062257
JETAIRWAYS,2026-03-31,2026-04-14,113593381,24.99,75.01,NSE_SHAREHOLDING_XBRL,SHP_1650403_14042026124108
JETFREIGHT,2026-03-31,2026-04-17,46399230,50.92,49.08,NSE_SHAREHOLDING_XBRL,SHP_1653276_17042026044515
JETFREIGHT,2026-06-05,2026-06-15,46399230,50.92,49.08,NSE_SHAREHOLDING_XBRL,SHP_1681819_15062026063455
JETFREIGHT,2026-06-30,2026-07-14,46399230,50.92,49.08,NSE_SHAREHOLDING_XBRL,SHP_1692168_14072026031848
JGCHEM,2026-03-31,2026-04-18,39188618,70.99,29.01,NSE_SHAREHOLDING_XBRL,SHP_1654135_18042026034040
JGCHEM,2026-06-30,2026-07-16,39188618,70.99,29.01,NSE_SHAREHOLDING_XBRL,SHP_1693782_16072026110437
JHS,2026-03-31,2026-04-15,87402712,33.85,66.15,NSE_SHAREHOLDING_XBRL,SHP_1651384_15042026041604
JHS,2026-06-30,2026-07-16,87402712,33.85,66.15,NSE_SHAREHOLDING_XBRL,SHP_1694154_16072026034803
JINDALPHOT,2026-03-31,2026-06-17,10258953,74.2,25.8,NSE_SHAREHOLDING_XBRL,SHP_1682106_16062026055740
JINDALPHOT,2026-06-30,2026-07-21,10258953,74.2,25.8,NSE_SHAREHOLDING_XBRL,SHP_1698228_21072026035322
JINDALPOLY,2026-03-31,2026-04-20,43784157,74.55,25.45,NSE_SHAREHOLDING_XBRL,SHP_1654718_20042026010732
JINDALPOLY,2026-06-30,2026-07-17,43784157,74.55,25.45,NSE_SHAREHOLDING_XBRL,SHP_1695784_17072026083706
JINDALSAW,2026-03-31,2026-04-08,639463636,63.25,36.46,NSE_SHAREHOLDING_XBRL,SHP_1647493_08042026054343
JINDALSAW,2026-06-30,2026-07-17,639463636,63.25,36.5,NSE_SHAREHOLDING_XBRL,SHP_1695162_17072026034750
JINDALSTEL,2026-03-31,2026-04-21,1020157703,62.69,37.05,NSE_SHAREHOLDING_XBRL,SHP_1656133_21042026030655
JINDALSTEL,2026-06-30,2026-07-21,1020157703,62.69,37.09,NSE_SHAREHOLDING_XBRL,SHP_1698293_21072026042048
JINDRILL,2026-03-31,2026-04-10,28980175,66.78,33.22,NSE_SHAREHOLDING_XBRL,SHP_1648819_10042026045143
JINDRILL,2026-06-30,2026-07-17,28980175,66.78,33.22,NSE_SHAREHOLDING_XBRL,SHP_1695514_17072026054957
JINDWORLD,2026-03-31,2026-04-11,1002647576,61.76,38.24,NSE_SHAREHOLDING_XBRL,SHP_1649333_11042026031512
JINDWORLD,2026-06-30,2026-07-16,1002619807,61.76,38.24,NSE_SHAREHOLDING_XBRL,SHP_1694498_16072026062314
JIOFIN,2026-03-31,2026-04-21,6353750777,47.12,52.88,NSE_SHAREHOLDING_XBRL,SHP_1656525_21042026060540
JIOFIN,2026-04-21,2026-04-24,6602661034,49.13,50.87,NSE_SHAREHOLDING_XBRL,SHP_1658211_24042026010209
JIOFIN,2026-06-30,2026-07-20,6602661034,49.13,50.87,NSE_SHAREHOLDING_XBRL,SHP_1696716_20072026030349
JISLDVREQS,2026-03-31,2026-04-14,19294159,30.37,69.63,NSE_SHAREHOLDING_XBRL,SHP_1650590_14042026033911
JISLDVREQS,2026-06-30,2026-07-15,19294159,30.37,69.63,NSE_SHAREHOLDING_XBRL,SHP_1693182_15072026035450
JISLJALEQS,2026-03-31,2026-04-14,714580465,26.68,73.27,NSE_SHAREHOLDING_XBRL,SHP_1650586_14042026033622
JISLJALEQS,2026-06-30,2026-07-15,714580465,26.68,73.27,NSE_SHAREHOLDING_XBRL,SHP_1693170_15072026035017
JITFINFRA,2026-03-31,2026-04-16,25701788,63.03,36.97,NSE_SHAREHOLDING_XBRL,SHP_1652191_16042026034721
JITFINFRA,2026-06-30,2026-07-21,25701788,63.03,36.97,NSE_SHAREHOLDING_XBRL,SHP_1697927_21072026010248
JKCEMENT,2026-03-31,2026-06-24,77262565,45.66,54.34,NSE_SHAREHOLDING_XBRL,SHP_1678320_01062026115807
JKCEMENT,2026-06-30,2026-07-14,77262565,45.66,54.34,NSE_SHAREHOLDING_XBRL,SHP_1692580_14072026063745
JKIL,2026-03-31,2026-04-07,75658879,46.65,53.35,NSE_SHAREHOLDING_XBRL,SHP_1646791_07042026052140
JKIL,2026-06-30,2026-07-08,75658879,46.65,53.35,NSE_SHAREHOLDING_XBRL,SHP_1689186_08072026021131
JKIPL,2026-03-31,2026-04-15,38386769,74.99,25.01,NSE_SHAREHOLDING_XBRL,SHP_1651136_15042026010618
JKIPL,2026-06-30,2026-07-20,38386769,74.99,25.01,NSE_SHAREHOLDING_XBRL,SHP_1696542_20072026124525
JKLAKSHMI,2026-03-31,2026-04-17,124147693,45.12,54.88,NSE_SHAREHOLDING_XBRL,SHP_1653337_17042026051520
JKLAKSHMI,2026-06-30,2026-07-20,124147693,45.12,54.88,NSE_SHAREHOLDING_XBRL,SHP_1696474_20072026115715
JKPAPER,2026-03-31,2026-04-13,181331003,52.94,47.06,NSE_SHAREHOLDING_XBRL,SHP_1650010_13042026053419
JKPAPER,2026-06-30,2026-07-20,181331003,52.94,47.06,NSE_SHAREHOLDING_XBRL,SHP_1696718_20072026030453
JKTYRE,2026-03-31,2026-04-20,288311168,51.72,48.28,NSE_SHAREHOLDING_XBRL,SHP_1654841_20042026030150
